id_movimento,data_emissao,data_vencimento,data_pagamento,tipo,categoria,centro_custo,entidade,forma_pagamento,valor_previsto,valor_realizado,status
MOV-00810,2025-10-30,2025-11-26,2025-11-27,Entrada,Vendas B2B,Marketing,Cliente 03,PIX,18560.92,19074.71,Pago
MOV-00811,2025-10-26,2025-11-20,2025-11-17,Entrada,Assinaturas,Tecnologia,Cliente 39,Transferência,18176.94,17632.22,Pago
MOV-00812,2025-10-17,2025-11-12,2025-11-10,Entrada,Serviços,Tecnologia,Cliente 03,Boleto,8956.77,9002.54,Pago
MOV-00813,2025-10-08,2025-11-10,2025-11-14,Entrada,Assinaturas,Administrativo,Cliente 18,Cartão,11859.94,12095.12,Pago em atraso
MOV-00814,2025-10-23,2025-11-26,2025-11-26,Entrada,Vendas B2B,Marketing,Cliente 18,Boleto,10935.3,11023.99,Pago
MOV-00815,2025-10-06,2025-11-07,2025-11-07,Entrada,Assinaturas,Operações,Cliente 42,PIX,8028.1,7794.9,Pago
MOV-00816,2025-09-30,2025-11-01,2025-11-02,Entrada,Assinaturas,Marketing,Cliente 26,PIX,2991.44,3001.45,Pago
MOV-00817,2025-10-13,2025-11-03,2025-11-05,Entrada,Assinaturas,Marketing,Cliente 39,Transferência,13225.06,13361.74,Pago
MOV-00818,2025-11-05,2025-11-26,2025-11-21,Entrada,Vendas B2B,Operações,Cliente 29,PIX,16241.23,15875.57,Pago
MOV-00819,2025-10-11,2025-11-09,2025-11-09,Entrada,Vendas B2B,Tecnologia,Cliente 15,Boleto,3237.47,3177.55,Pago
MOV-00820,2025-10-03,2025-11-02,2025-10-31,Entrada,Serviços,Marketing,Cliente 08,Transferência,18275.06,17734.63,Pago
MOV-00821,2025-11-04,2025-11-18,2025-11-15,Entrada,Assinaturas,Comercial,Cliente 09,Transferência,10763.76,10483.06,Pago
MOV-00822,2025-10-17,2025-11-17,2025-11-16,Entrada,Serviços,Comercial,Cliente 45,Transferência,16500.45,16195.37,Pago
MOV-00823,2025-10-12,2025-11-01,2025-10-27,Entrada,Assinaturas,Marketing,Cliente 27,Transferência,16938.84,17298.48,Pago
MOV-00824,2025-10-30,2025-11-16,2025-11-11,Entrada,Vendas B2B,Comercial,Cliente 18,Cartão,11149.16,11405.9,Pago
MOV-00825,2025-10-09,2025-11-13,2025-11-09,Entrada,Assinaturas,Comercial,Cliente 15,Cartão,7942.46,8123.6,Pago
MOV-00826,2025-10-08,2025-11-07,2025-11-06,Entrada,Serviços,Comercial,Cliente 02,Cartão,17476.75,17018.35,Pago
MOV-00827,2025-11-09,2025-11-26,2025-11-26,Entrada,Vendas B2B,Comercial,Cliente 31,Boleto,3304.79,3372.31,Pago
MOV-00828,2025-10-24,2025-11-27,2025-11-25,Entrada,Serviços,Administrativo,Cliente 40,Cartão,16136.04,16565.47,Pago
MOV-00829,2025-10-28,2025-11-19,2025-11-21,Entrada,Assinaturas,Tecnologia,Cliente 45,PIX,12848.15,13169.39,Pago
MOV-00830,2025-11-03,2025-11-26,2025-11-25,Entrada,Assinaturas,Comercial,Cliente 07,PIX,3907.53,3933.49,Pago
MOV-00831,2025-10-15,2025-11-13,2025-11-14,Entrada,Assinaturas,Administrativo,Cliente 01,Cartão,7604.02,7482.25,Pago
MOV-00832,2025-10-20,2025-11-20,2025-11-20,Entrada,Vendas B2B,Comercial,Cliente 30,Transferência,15543.23,15683.98,Pago
MOV-00833,2025-10-16,2025-11-01,2025-10-28,Entrada,Assinaturas,Administrativo,Cliente 09,Transferência,4637.65,4663.5,Pago
MOV-00834,2025-11-09,2025-11-20,2025-11-18,Entrada,Vendas B2B,Comercial,Cliente 09,Transferência,10563.6,10333.95,Pago
MOV-00835,2025-10-25,2025-11-21,2025-11-20,Saída,Marketing,Operações,Fornecedor 10,Cartão,7307.05,7343.73,Pago
MOV-00836,2025-10-06,2025-11-01,2025-10-29,Saída,Pessoal,Administrativo,Fornecedor 04,Cartão,10637.76,10355.21,Pago
MOV-00837,2025-10-13,2025-11-07,2025-11-07,Saída,Pessoal,Marketing,Fornecedor 39,Transferência,13474.88,13223.73,Pago
MOV-00838,2025-10-29,2025-11-11,2025-11-12,Saída,Logística,Marketing,Fornecedor 03,Cartão,7932.04,7850.48,Pago
MOV-00839,2025-10-22,2025-11-08,2025-11-10,Saída,Fornecedores,Marketing,Fornecedor 22,Cartão,1296.56,1306.2,Pago
MOV-00840,2025-10-05,2025-11-01,2025-10-28,Saída,Fornecedores,Comercial,Fornecedor 10,Transferência,3426.75,3397.53,Pago
MOV-00841,2025-10-24,2025-11-12,2025-11-13,Saída,Pessoal,Operações,Fornecedor 15,Transferência,16316.48,16021.92,Pago
MOV-00842,2025-10-31,2025-11-18,2025-11-16,Saída,Tecnologia,Comercial,Fornecedor 02,Boleto,5262.28,5111.2,Pago
MOV-00843,2025-10-17,2025-11-07,2025-11-05,Saída,Pessoal,Operações,Fornecedor 34,Cartão,7945.39,7883.24,Pago
MOV-00844,2025-10-20,2025-11-05,2025-11-02,Saída,Logística,Administrativo,Fornecedor 25,Transferência,2024.3,2060.12,Pago
MOV-00845,2025-10-14,2025-11-02,2025-10-31,Saída,Pessoal,Operações,Fornecedor 21,Boleto,13428.82,13714.4,Pago
MOV-00846,2025-11-16,2025-11-28,2025-11-30,Saída,Fornecedores,Marketing,Fornecedor 43,PIX,10639.97,10454.35,Pago
MOV-00847,2025-10-28,2025-11-21,2025-11-21,Saída,Fornecedores,Operações,Fornecedor 21,Transferência,5832.12,5831.63,Pago
MOV-00848,2025-10-12,2025-11-16,2025-11-17,Saída,Pessoal,Administrativo,Fornecedor 42,PIX,16765.9,16904.83,Pago
MOV-00849,2025-10-23,2025-11-15,2025-11-16,Saída,Fornecedores,Marketing,Fornecedor 37,Boleto,11811.24,11611.81,Pago
MOV-00850,2025-10-23,2025-11-18,2025-11-21,Saída,Administrativo,Tecnologia,Fornecedor 15,PIX,5666.85,5597.16,Pago em atraso
MOV-00851,2025-10-26,2025-11-15,2025-11-15,Saída,Pessoal,Tecnologia,Fornecedor 25,PIX,11235.75,11441.03,Pago
MOV-00852,2025-10-26,2025-11-21,2025-11-24,Saída,Fornecedores,Administrativo,Fornecedor 35,PIX,4011.32,3961.86,Pago em atraso
MOV-00853,2025-10-19,2025-11-04,2025-11-04,Saída,Tecnologia,Tecnologia,Fornecedor 13,Transferência,12185.5,11847.92,Pago
MOV-00854,2025-10-27,2025-11-25,2025-11-24,Saída,Fornecedores,Operações,Fornecedor 35,Transferência,10045.32,9858.86,Pago
MOV-00855,2025-10-30,2025-11-27,2025-11-28,Saída,Fornecedores,Comercial,Fornecedor 31,Boleto,4786.29,4914.32,Pago
MOV-00856,2025-10-27,2025-11-24,2025-11-26,Saída,Logística,Administrativo,Fornecedor 30,Cartão,3938.02,3875.1,Pago
MOV-00857,2025-10-21,2025-11-14,2025-11-15,Saída,Pessoal,Administrativo,Fornecedor 02,Transferência,15617.9,15345.76,Pago
MOV-00858,2025-10-10,2025-11-10,2025-11-05,Saída,Fornecedores,Tecnologia,Fornecedor 22,Boleto,11561.88,11561.74,Pago
MOV-00859,2025-11-15,2025-11-25,2025-11-24,Saída,Pessoal,Administrativo,Fornecedor 03,Boleto,10998.39,10883.62,Pago
MOV-00860,2025-10-26,2025-11-11,2025-11-12,Saída,Fornecedores,Marketing,Fornecedor 05,Cartão,12492.64,12852.56,Pago
MOV-00861,2025-11-06,2025-11-19,2025-11-18,Saída,Fornecedores,Administrativo,Fornecedor 12,PIX,2534.71,2472.85,Pago
MOV-00862,2025-10-10,2025-11-01,2025-10-28,Saída,Logística,Tecnologia,Fornecedor 14,Boleto,8371.73,8578.35,Pago
MOV-00863,2025-10-26,2025-11-15,2025-12-02,Saída,Fornecedores,Marketing,Fornecedor 26,Boleto,7440.02,7221.75,Pago em atraso
MOV-00864,2025-10-29,2025-11-14,2025-11-10,Saída,Administrativo,Operações,Fornecedor 14,Transferência,2776.57,2758.08,Pago
MOV-00865,2025-10-25,2025-11-20,2025-11-19,Saída,Pessoal,Marketing,Fornecedor 18,Boleto,11744.0,11805.65,Pago
MOV-00866,2025-10-06,2025-11-03,2025-11-01,Saída,Fornecedores,Marketing,Fornecedor 30,Cartão,2936.49,2941.05,Pago
MOV-00867,2025-10-11,2025-11-15,2025-11-14,Saída,Pessoal,Operações,Fornecedor 27,Boleto,9792.88,9728.89,Pago
MOV-00868,2025-11-01,2025-11-14,2025-11-11,Saída,Fornecedores,Marketing,Fornecedor 45,PIX,8541.31,8643.05,Pago
MOV-00869,2025-10-28,2025-11-09,2025-11-08,Saída,Fornecedores,Operações,Fornecedor 32,Cartão,11524.0,11639.23,Pago
MOV-00870,2025-10-09,2025-11-12,2025-11-16,Saída,Administrativo,Tecnologia,Fornecedor 27,Cartão,7775.43,7777.48,Pago em atraso
MOV-00871,2025-10-02,2025-11-02,2025-10-29,Saída,Fornecedores,Marketing,Fornecedor 25,Transferência,3699.62,3730.45,Pago
MOV-00872,2025-10-30,2025-11-13,2025-11-22,Saída,Tecnologia,Tecnologia,Fornecedor 43,Cartão,11349.78,11087.38,Pago em atraso
MOV-00873,2025-10-21,2025-11-08,2025-11-10,Saída,Pessoal,Operações,Fornecedor 11,PIX,12512.98,12242.89,Pago
MOV-00874,2025-10-04,2025-11-04,2025-11-05,Saída,Marketing,Comercial,Fornecedor 44,Transferência,3344.07,3277.55,Pago
MOV-00875,2025-10-27,2025-11-07,2025-11-05,Saída,Fornecedores,Administrativo,Fornecedor 42,PIX,5477.83,5458.79,Pago
MOV-00876,2025-10-15,2025-11-01,2025-11-14,Saída,Pessoal,Tecnologia,Fornecedor 16,Boleto,7334.03,7451.57,Pago em atraso
MOV-00877,2025-10-20,2025-11-01,2025-10-30,Saída,Fornecedores,Operações,Fornecedor 07,Boleto,6228.16,6295.41,Pago
MOV-00878,2025-10-18,2025-11-17,2025-11-17,Saída,Tecnologia,Operações,Fornecedor 40,Boleto,1772.22,1753.36,Pago
MOV-00879,2025-10-25,2025-11-14,2025-11-12,Saída,Administrativo,Operações,Fornecedor 01,Cartão,5914.1,5774.25,Pago
MOV-00880,2025-10-20,2025-11-07,2025-11-03,Saída,Marketing,Administrativo,Fornecedor 24,PIX,1394.3,1407.51,Pago
MOV-00881,2025-11-27,2025-12-10,2025-12-12,Entrada,Vendas B2B,Administrativo,Cliente 37,Boleto,6795.56,6992.54,Pago
MOV-00882,2025-11-07,2025-12-11,2025-12-12,Entrada,Vendas B2B,Operações,Cliente 22,Boleto,4706.53,4756.77,Pago
MOV-00883,2025-12-01,2025-12-11,2025-12-13,Entrada,Assinaturas,Administrativo,Cliente 38,Cartão,18022.29,17554.63,Pago
MOV-00884,2025-11-09,2025-12-08,2025-12-03,Entrada,Vendas B2B,Comercial,Cliente 20,Boleto,13916.07,13692.81,Pago
MOV-00885,2025-12-01,2025-12-20,2025-12-25,Entrada,Assinaturas,Operações,Cliente 10,Cartão,15884.25,15764.66,Pago em atraso
MOV-00886,2025-12-04,2025-12-24,2025-12-26,Entrada,Vendas B2B,Operações,Cliente 18,Transferência,3747.56,3801.36,Pago
MOV-00887,2025-11-28,2025-12-17,2025-12-18,Entrada,Assinaturas,Comercial,Cliente 15,Transferência,15939.05,16080.63,Pago
MOV-00888,2025-10-31,2025-12-02,2025-11-30,Entrada,Vendas B2B,Operações,Cliente 39,Cartão,6580.55,6699.57,Pago
MOV-00889,2025-12-05,2025-12-21,2026-01-06,Entrada,Assinaturas,Comercial,Cliente 41,Boleto,6204.78,6044.69,Pago em atraso
MOV-00890,2025-11-24,2025-12-06,2025-12-04,Entrada,Serviços,Marketing,Cliente 30,Transferência,5226.47,5143.78,Pago
MOV-00891,2025-11-16,2025-12-14,2025-12-12,Entrada,Vendas B2B,Marketing,Cliente 41,Boleto,6440.83,6364.74,Pago
MOV-00892,2025-11-18,2025-12-03,2025-12-03,Entrada,Vendas B2B,Marketing,Cliente 29,Cartão,16289.91,16190.45,Pago
MOV-00893,2025-12-03,2025-12-25,2026-01-10,Entrada,Vendas B2B,Marketing,Cliente 06,Transferência,15507.71,15060.91,Pago em atraso
MOV-00894,2025-11-30,2025-12-24,2025-12-25,Entrada,Assinaturas,Tecnologia,Cliente 25,Cartão,5686.02,5673.62,Pago
MOV-00895,2025-11-20,2025-12-16,2025-12-14,Entrada,Vendas B2B,Tecnologia,Cliente 32,Cartão,5413.67,5252.62,Pago
MOV-00896,2025-11-26,2025-12-24,2025-12-26,Entrada,Serviços,Comercial,Cliente 27,PIX,18972.49,18753.71,Pago
MOV-00897,2025-11-15,2025-12-19,2025-12-20,Entrada,Serviços,Tecnologia,Cliente 33,Cartão,5208.18,5351.02,Pago
MOV-00898,2025-11-15,2025-12-02,2025-12-03,Entrada,Assinaturas,Marketing,Cliente 03,Transferência,9319.94,9451.72,Pago
MOV-00899,2025-11-29,2025-12-23,2025-12-20,Entrada,Assinaturas,Operações,Cliente 17,Boleto,14520.65,14312.71,Pago
MOV-00900,2025-11-27,2025-12-27,2025-12-23,Entrada,Assinaturas,Marketing,Cliente 26,PIX,19166.4,19478.01,Pago
MOV-00901,2025-11-25,2025-12-14,2025-12-15,Entrada,Vendas B2B,Administrativo,Cliente 35,Cartão,6293.83,6200.51,Pago
MOV-00902,2025-11-27,2025-12-25,2025-12-21,Entrada,Assinaturas,Tecnologia,Cliente 10,Transferência,15490.92,15127.76,Pago
MOV-00903,2025-11-18,2025-12-13,2025-12-08,Entrada,Assinaturas,Comercial,Cliente 07,PIX,18799.24,19348.58,Pago
MOV-00904,2025-11-23,2025-12-14,2025-12-15,Entrada,Assinaturas,Operações,Cliente 09,Boleto,10157.79,9957.05,Pago
MOV-00905,2025-11-23,2025-12-04,2025-12-02,Entrada,Vendas B2B,Operações,Cliente 13,Transferência,11588.1,11369.53,Pago
MOV-00906,2025-11-30,2025-12-15,2025-12-11,Entrada,Serviços,Comercial,Cliente 19,PIX,17813.9,18207.62,Pago
MOV-00907,2025-11-10,2025-12-11,2025-12-19,Entrada,Vendas B2B,Comercial,Cliente 01,PIX,7777.53,7767.22,Pago em atraso
MOV-00908,2025-11-26,2025-12-22,2025-12-17,Entrada,Vendas B2B,Comercial,Cliente 25,Transferência,19224.37,18759.34,Pago
MOV-00909,2025-11-21,2025-12-11,2025-12-11,Entrada,Serviços,Tecnologia,Cliente 16,Transferência,11092.37,11006.37,Pago
MOV-00910,2025-11-22,2025-12-02,2025-12-02,Entrada,Assinaturas,Marketing,Cliente 45,Cartão,9492.97,9667.41,Pago
MOV-00911,2025-11-17,2025-12-05,2025-12-09,Entrada,Assinaturas,Operações,Cliente 24,Cartão,18089.84,18490.35,Pago em atraso
MOV-00912,2025-11-16,2025-12-16,2025-12-14,Entrada,Assinaturas,Tecnologia,Cliente 02,Transferência,14224.56,13800.49,Pago
MOV-00913,2025-11-29,2025-12-24,2025-12-26,Entrada,Serviços,Marketing,Cliente 40,PIX,19467.05,19155.84,Pago
MOV-00914,2025-11-27,2025-12-16,2025-12-12,Entrada,Vendas B2B,Administrativo,Cliente 13,Boleto,18952.24,19218.65,Pago
MOV-00915,2025-11-21,2025-12-26,2025-12-21,Saída,Logística,Comercial,Fornecedor 20,Cartão,12322.6,12047.46,Pago
MOV-00916,2025-11-19,2025-12-04,2025-12-02,Saída,Fornecedores,Comercial,Fornecedor 07,Cartão,6929.77,6823.06,Pago
MOV-00917,2025-11-23,2025-12-11,2025-12-10,Saída,Administrativo,Marketing,Fornecedor 43,PIX,1698.53,1670.03,Pago
MOV-00918,2025-12-01,2025-12-21,2025-12-17,Saída,Marketing,Operações,Fornecedor 37,PIX,12905.88,13134.73,Pago
MOV-00919,2025-11-18,2025-12-23,2025-12-24,Saída,Marketing,Administrativo,Fornecedor 28,Boleto,6060.84,6116.81,Pago
MOV-00920,2025-11-17,2025-12-03,2025-12-03,Saída,Fornecedores,Comercial,Fornecedor 37,Transferência,2783.1,2823.27,Pago
MOV-00921,2025-11-15,2025-12-13,2025-12-08,Saída,Fornecedores,Administrativo,Fornecedor 13,Cartão,5262.63,5202.89,Pago
MOV-00922,2025-11-13,2025-12-12,2025-12-09,Saída,Administrativo,Administrativo,Fornecedor 15,PIX,5341.28,5347.61,Pago
MOV-00923,2025-11-10,2025-12-05,2025-12-04,Saída,Pessoal,Marketing,Fornecedor 10,Transferência,12327.69,12577.12,Pago
MOV-00924,2025-12-07,2025-12-26,2025-12-21,Saída,Fornecedores,Administrativo,Fornecedor 45,PIX,9677.49,9734.9,Pago
MOV-00925,2025-11-17,2025-12-19,2025-12-17,Saída,Fornecedores,Marketing,Fornecedor 04,Transferência,11964.32,11960.75,Pago
MOV-00926,2025-12-17,2025-12-28,2025-12-26,Saída,Fornecedores,Operações,Fornecedor 32,Cartão,10322.4,10446.52,Pago
MOV-00927,2025-12-08,2025-12-28,2025-12-23,Saída,Fornecedores,Marketing,Fornecedor 44,Cartão,11554.7,11587.94,Pago
MOV-00928,2025-11-27,2025-12-13,2025-12-23,Saída,Administrativo,Administrativo,Fornecedor 26,PIX,10836.01,10694.51,Pago em atraso
MOV-00929,2025-11-17,2025-12-19,2025-12-14,Saída,Fornecedores,Tecnologia,Fornecedor 30,Boleto,10767.68,10993.68,Pago
MOV-00930,2025-11-25,2025-12-05,2025-12-03,Saída,Pessoal,Tecnologia,Fornecedor 37,PIX,12570.1,12747.58,Pago
MOV-00931,2025-11-20,2025-12-05,2025-12-06,Saída,Marketing,Comercial,Fornecedor 07,Transferência,13730.56,13878.39,Pago
MOV-00932,2025-11-18,2025-12-02,2025-12-02,Saída,Administrativo,Marketing,Fornecedor 16,PIX,3585.14,3605.23,Pago
MOV-00933,2025-11-18,2025-12-10,2025-12-07,Saída,Fornecedores,Comercial,Fornecedor 30,Cartão,6307.12,6364.94,Pago
MOV-00934,2025-11-17,2025-12-12,2025-12-16,Saída,Fornecedores,Administrativo,Fornecedor 15,PIX,9525.03,9286.51,Pago em atraso
MOV-00935,2025-12-01,2025-12-16,2025-12-12,Saída,Marketing,Marketing,Fornecedor 31,Cartão,13716.32,13958.56,Pago
MOV-00936,2025-11-09,2025-12-11,2025-12-29,Saída,Fornecedores,Comercial,Fornecedor 26,Cartão,2902.84,2847.96,Pago em atraso
MOV-00937,2025-12-02,2025-12-18,2025-12-14,Saída,Fornecedores,Comercial,Fornecedor 12,Boleto,11832.3,12012.28,Pago
MOV-00938,2025-11-11,2025-12-11,2025-12-08,Saída,Fornecedores,Operações,Fornecedor 06,Transferência,6941.64,6972.91,Pago
MOV-00939,2025-11-19,2025-12-04,2025-12-04,Saída,Logística,Marketing,Fornecedor 43,PIX,1771.07,1820.62,Pago
MOV-00940,2025-11-23,2025-12-17,2025-12-16,Saída,Fornecedores,Operações,Fornecedor 37,Cartão,1911.06,1929.31,Pago
MOV-00941,2025-11-11,2025-12-12,2025-12-10,Saída,Marketing,Comercial,Fornecedor 16,PIX,7887.8,7976.74,Pago
MOV-00942,2025-12-11,2025-12-27,2025-12-24,Saída,Fornecedores,Administrativo,Fornecedor 23,Transferência,5091.25,5122.45,Pago
MOV-00943,2025-11-18,2025-12-03,2025-12-02,Saída,Fornecedores,Marketing,Fornecedor 30,PIX,9137.67,9072.86,Pago
MOV-00944,2025-11-20,2025-12-23,2025-12-21,Saída,Administrativo,Tecnologia,Fornecedor 41,Boleto,9817.66,9564.69,Pago
MOV-00945,2025-12-07,2025-12-21,2025-12-18,Saída,Tecnologia,Tecnologia,Fornecedor 28,Cartão,8401.76,8361.27,Pago
MOV-00946,2025-11-10,2025-12-03,2025-11-29,Saída,Fornecedores,Comercial,Fornecedor 22,PIX,8903.05,9001.33,Pago
MOV-00947,2025-12-06,2025-12-28,2025-12-27,Saída,Pessoal,Operações,Fornecedor 25,PIX,10248.11,9946.73,Pago
MOV-00948,2025-11-12,2025-12-17,2025-12-16,Saída,Tecnologia,Marketing,Fornecedor 07,Transferência,2881.1,2896.46,Pago
MOV-00949,2025-12-03,2025-12-18,2025-12-14,Saída,Tecnologia,Tecnologia,Fornecedor 25,Boleto,12186.69,12476.66,Pago
MOV-00950,2025-12-04,2025-12-18,2025-12-19,Saída,Pessoal,Tecnologia,Fornecedor 01,Boleto,17959.8,17934.87,Pago
MOV-00951,2025-11-19,2025-12-19,2025-12-14,Saída,Marketing,Tecnologia,Fornecedor 16,Cartão,3121.51,3199.88,Pago
MOV-00952,2025-11-19,2025-12-12,2025-12-11,Saída,Tecnologia,Administrativo,Fornecedor 15,Transferência,3628.68,3579.87,Pago
MOV-00953,2025-11-10,2025-12-10,2025-12-10,Saída,Marketing,Comercial,Fornecedor 05,Boleto,2422.52,2472.7,Pago
MOV-00954,2025-11-07,2025-12-02,2025-12-12,Saída,Administrativo,Comercial,Fornecedor 28,Boleto,3403.01,3414.07,Pago em atraso
MOV-00955,2025-12-02,2025-12-18,2025-12-19,Saída,Pessoal,Comercial,Fornecedor 28,Transferência,18292.29,17758.78,Pago
MOV-00956,2025-12-12,2025-12-27,2025-12-22,Saída,Fornecedores,Administrativo,Fornecedor 15,Boleto,10601.07,10669.37,Pago
MOV-00957,2025-11-25,2025-12-17,2025-12-12,Saída,Fornecedores,Operações,Fornecedor 24,PIX,11860.71,11805.72,Pago
MOV-00958,2025-12-03,2025-12-28,2025-12-24,Saída,Pessoal,Tecnologia,Fornecedor 17,Boleto,16447.16,16239.99,Pago
MOV-00959,2025-11-13,2025-12-13,2025-12-12,Saída,Fornecedores,Administrativo,Fornecedor 03,Cartão,9248.85,9486.98,Pago
MOV-00960,2025-11-11,2025-12-02,2025-12-04,Saída,Logística,Comercial,Fornecedor 01,Transferência,11972.88,11849.72,Pago
MOV-00961,2025-12-31,2026-01-12,2026-01-26,Entrada,Serviços,Administrativo,Cliente 33,Boleto,5629.6,5626.91,Pago em atraso
MOV-00962,2025-12-10,2026-01-01,2026-01-10,Entrada,Vendas B2B,Tecnologia,Cliente 20,Transferência,16679.26,16405.15,Pago em atraso
MOV-00963,2026-01-02,2026-01-26,2026-01-28,Entrada,Vendas B2B,Operações,Cliente 09,Transferência,5569.17,5621.39,Pago
MOV-00964,2026-01-17,2026-01-28,2026-01-24,Entrada,Assinaturas,Operações,Cliente 26,Cartão,2888.32,2834.52,Pago
MOV-00965,2025-12-19,2026-01-06,2026-01-08,Entrada,Assinaturas,Comercial,Cliente 27,Cartão,16495.17,16950.14,Pago
MOV-00966,2025-12-21,2026-01-23,2026-02-05,Entrada,Assinaturas,Marketing,Cliente 09,PIX,14957.27,14958.94,Pago em atraso
MOV-00967,2025-12-05,2026-01-05,2026-01-22,Entrada,Serviços,Operações,Cliente 04,Transferência,14849.24,14415.92,Pago em atraso
MOV-00968,2025-12-20,2026-01-01,2025-12-31,Entrada,Vendas B2B,Marketing,Cliente 16,Boleto,11875.72,11720.54,Pago
MOV-00969,2025-12-23,2026-01-09,2026-01-08,Entrada,Assinaturas,Marketing,Cliente 13,Cartão,5640.28,5807.54,Pago
MOV-00970,2025-12-26,2026-01-23,2026-01-20,Entrada,Assinaturas,Operações,Cliente 15,PIX,15111.28,14829.0,Pago
MOV-00971,2025-12-22,2026-01-07,2026-01-08,Entrada,Vendas B2B,Comercial,Cliente 04,Cartão,3383.17,3285.26,Pago
MOV-00972,2025-12-27,2026-01-21,2026-01-19,Entrada,Vendas B2B,Comercial,Cliente 33,Cartão,7457.98,7384.67,Pago
MOV-00973,2025-12-23,2026-01-09,2026-01-09,Entrada,Assinaturas,Tecnologia,Cliente 04,Boleto,7425.21,7519.47,Pago
MOV-00974,2025-12-26,2026-01-24,2026-01-23,Entrada,Vendas B2B,Comercial,Cliente 28,Boleto,3592.39,3586.37,Pago
MOV-00975,2025-12-11,2026-01-11,2026-01-07,Entrada,Vendas B2B,Administrativo,Cliente 09,Transferência,10267.55,10371.63,Pago
MOV-00976,2026-01-06,2026-01-24,2026-01-24,Entrada,Vendas B2B,Operações,Cliente 38,Cartão,15112.54,14875.2,Pago
MOV-00977,2025-12-22,2026-01-21,2026-01-17,Entrada,Vendas B2B,Operações,Cliente 13,Cartão,4416.76,4295.13,Pago
MOV-00978,2025-12-15,2026-01-18,2026-01-17,Entrada,Serviços,Operações,Cliente 35,Boleto,3938.17,3991.42,Pago
MOV-00979,2025-12-25,2026-01-18,2026-01-18,Entrada,Vendas B2B,Comercial,Cliente 28,PIX,5713.94,5849.33,Pago
MOV-00980,2025-12-16,2026-01-17,2026-01-14,Entrada,Vendas B2B,Operações,Cliente 19,PIX,10761.19,10825.21,Pago
MOV-00981,2025-12-27,2026-01-23,2026-01-24,Entrada,Serviços,Administrativo,Cliente 05,Boleto,3724.06,3722.95,Pago
MOV-00982,2026-01-02,2026-01-18,2026-01-19,Entrada,Vendas B2B,Operações,Cliente 01,Boleto,10541.03,10608.84,Pago
MOV-00983,2025-11-29,2026-01-01,2026-01-03,Entrada,Assinaturas,Administrativo,Cliente 17,Transferência,11800.11,11802.81,Pago
MOV-00984,2025-12-13,2026-01-09,2026-01-06,Entrada,Serviços,Operações,Cliente 19,PIX,7304.73,7183.73,Pago
MOV-00985,2025-12-29,2026-01-09,2026-01-08,Entrada,Assinaturas,Operações,Cliente 14,PIX,17119.1,17502.62,Pago
MOV-00986,2025-12-19,2026-01-20,2026-01-20,Entrada,Vendas B2B,Administrativo,Cliente 17,Boleto,8081.42,7879.34,Pago
MOV-00987,2025-12-25,2026-01-11,2026-01-06,Entrada,Vendas B2B,Tecnologia,Cliente 12,Transferência,12094.53,12329.6,Pago
MOV-00988,2025-12-27,2026-01-28,2026-01-24,Entrada,Serviços,Marketing,Cliente 42,Transferência,10968.31,11114.8,Pago
MOV-00989,2025-12-31,2026-01-18,2026-01-20,Entrada,Serviços,Operações,Cliente 38,Cartão,12441.44,12232.9,Pago
MOV-00990,2026-01-12,2026-01-24,2026-01-21,Entrada,Vendas B2B,Marketing,Cliente 12,Cartão,6322.19,6474.75,Pago
MOV-00991,2025-12-28,2026-01-07,2026-01-04,Entrada,Vendas B2B,Tecnologia,Cliente 11,Boleto,15907.75,16048.59,Pago
MOV-00992,2025-12-14,2026-01-07,2026-01-10,Entrada,Assinaturas,Marketing,Cliente 07,Boleto,13247.98,13189.47,Pago em atraso
MOV-00993,2026-01-10,2026-01-20,2026-02-02,Entrada,Assinaturas,Comercial,Cliente 09,Boleto,15081.49,14647.79,Pago em atraso
MOV-00994,2026-01-08,2026-01-21,2026-01-16,Entrada,Assinaturas,Administrativo,Cliente 22,PIX,6868.38,7056.97,Pago
MOV-00995,2025-12-25,2026-01-19,2026-01-16,Saída,Fornecedores,Operações,Fornecedor 16,PIX,6628.81,6552.2,Pago
MOV-00996,2025-12-19,2026-01-01,2025-12-28,Saída,Pessoal,Administrativo,Fornecedor 27,Boleto,11936.13,11968.1,Pago
MOV-00997,2025-12-20,2026-01-08,2026-01-05,Saída,Fornecedores,Operações,Fornecedor 44,Cartão,3734.73,3701.86,Pago
MOV-00998,2025-12-16,2026-01-04,2025-12-31,Saída,Marketing,Tecnologia,Fornecedor 05,Transferência,9277.82,9124.47,Pago
MOV-00999,2025-12-08,2026-01-03,2025-12-31,Saída,Fornecedores,Tecnologia,Fornecedor 39,Boleto,11633.51,11408.8,Pago
MOV-01000,2026-01-09,2026-01-22,2026-01-21,Saída,Marketing,Tecnologia,Fornecedor 32,Transferência,2897.49,2871.13,Pago
MOV-01001,2026-01-09,2026-01-23,2026-01-18,Saída,Administrativo,Operações,Fornecedor 21,Boleto,10361.13,10586.0,Pago
MOV-01002,2025-12-14,2026-01-16,2026-01-12,Saída,Pessoal,Tecnologia,Fornecedor 10,PIX,14355.46,14422.51,Pago
MOV-01003,2025-12-20,2026-01-12,2026-01-13,Saída,Pessoal,Administrativo,Fornecedor 41,Transferência,14175.35,14159.44,Pago
